,Tweet,Affect Dimension,emojis,Emoji Sentiment,puretext,c_emojis,stweets
61726,genius love poster  😃  the excitement  😃 ,1,😃 😃,1.0,genius love poster    the excitement   ,😃 😃,genius love poster   😃   the excitement   😃  
61727,party cheer song  ✨ ,1,✨,0.0,party cheer song   ,,party cheer song   ✨  
61728,stranger teaser excited  😲 ,1,😲,0.0,stranger teaser excited   ,,stranger teaser excited   😲  
61729,why afraid ate but did eat eat squared day  😜  funny,1,😜,0.5,why afraid ate but did eat eat squared day    funny,😜,why afraid ate but did eat eat squared day   😜   funny
61733,getting root canal tomorrow  😆 ,1,😆,1.0,getting root canal tomorrow   ,😆,getting root canal tomorrow   😆  
61737,i happy able heart happiness  ❤️ ,1,❤,0.0,i happy able heart happiness  ️ ,❤,i happy able heart happiness   ❤ ️ 
78692,come i  🙈  bitter,3,🙈,0.0,come i    bitter,,come i   🙈   bitter
78724,no respect people force offended  😂 ,3,😂,1.0,no respect people force offended   ,😂,no respect people force offended   😂  
78747,another loss city cup  🙈  united,3,🙈,0.6666666666666666,another loss city cup    united,,another loss city cup   🙈   united
78768,snap  💘 ,3,💘,0.0,snap   ,,snap   💘  
78772,actually sister time i watch thing huff  🙄 ,3,🙄,-0.5,actually sister time i watch thing huff   ,,actually sister time i watch thing huff   🙄  
78781,follow  👻 ,3,👻,-0.5,follow   ,,follow   👻  
78788,cut phone furious  🤗 ,3,🤗,0.5,cut phone furious   ,,cut phone furious   🤗  
78822,oh zombie rage  😂 ,3,😂,1.0,oh zombie rage   ,😂,oh zombie rage   😂  
78845,she pout  😍 ,3,😍,1.0,she pout   ,😍,she pout   😍  
78853,eat pick brother car washed finally home watch fast furious  🤘🏼 ,3,🤘 🏼,0.0,eat pick brother car washed finally home watch fast furious   ,,eat pick brother car washed finally home watch fast furious   🤘  🏼  
78860,fast furious not classified  🤔 ,3,🤔,0.0,fast furious not classified   ,,fast furious not classified   🤔  
78861,i boiling water  😫 ,3,😫,-1.0,i boiling water   ,😫,i boiling water   😫  
78865,anyway car furious white men i funny story tell sober  😂 ,3,😂,1.0,anyway car furious white men i funny story tell sober   ,😂,anyway car furious white men i funny story tell sober   😂  
78874,distraught  😭  pout piss,3,😭,-1.0,distraught    pout piss,😭,distraught   😭   pout piss
78889,my starting irritate barely  😓 ,3,😓,-0.5,my starting irritate barely   ,😓,my starting irritate barely   😓  
78892,new madden kicking  🚮 ,3,🚮,0.0,new madden kicking   ,,new madden kicking   🚮  
78894,nice u fuming  😂 ,3,😂,1.0,nice u fuming   ,😂,nice u fuming   😂  
78969,tell bus obstruction dont pull oncoming traffic causing swerve fuming  😡 ,3,😡,-1.0,tell bus obstruction dont pull oncoming traffic causing swerve fuming   ,😡,tell bus obstruction dont pull oncoming traffic causing swerve fuming   😡  
78981,snap  ❤️ ,3,❤,0.0,snap  ️ ,❤,snap   ❤ ️ 
78989,stealing girl solod end flawlessly do try face wrath machine  😤 ,3,😤,-1.0,stealing girl solod end flawlessly do try face wrath machine   ,😤,stealing girl solod end flawlessly do try face wrath machine   😤  
79003,cant believe got days left  🙄  raging,3,🙄,-0.5,cant believe got days left    raging,,cant believe got days left   🙄   raging
79013,near kitchen unfortunately i cooking snap series  🍳 ,3,🍳,0.0,near kitchen unfortunately i cooking snap series   ,,near kitchen unfortunately i cooking snap series   🍳  
79060,r burning true love happiness  😃 ,3,😃,1.0,r burning true love happiness   ,😃,r burning true love happiness   😃  
79066,room burning  🔥 ,3,🔥,0.0,room burning   ,,room burning   🔥  
79072,u probably irritate talking he probably u  🖕🏻 ,3,🖕 🏻,0.0,u probably irritate talking he probably u   ,,u probably irritate talking he probably u   🖕  🏻  
79073,or snap like  💀 ,3,💀,-1.0,or snap like   ,,or snap like   💀  
79080,long crap not gon lie  😐  bitter,3,😐,0.0,long crap not gon lie    bitter,😐,long crap not gon lie   😐   bitter
79095,these people irritate i swear  🙄  sleep,3,🙄,-0.1666666666666666,these people irritate i swear    sleep,,these people irritate i swear   🙄   sleep
79104,i swore parsnip  😂  raging,3,😂,1.0,i swore parsnip    raging,😂,i swore parsnip   😂   raging
79114,quad shot day sleep right time  😅  i raging coffee,3,😅,1.0,quad shot day sleep right time    i raging coffee,😅,quad shot day sleep right time   😅   i raging coffee
79148,seeing double tired i grudge getting phone night  🙄 ,3,🙄,-0.5,seeing double tired i grudge getting phone night   ,,seeing double tired i grudge getting phone night   🙄  
79161,all young people bitter older probably know  😂 ,3,😂,1.0,all young people bitter older probably know   ,😂,all young people bitter older probably know   😂  
79187,disconnected whilst holiday  😤  i dont house  🤔  furious,3,😤 🤔,-0.5,disconnected whilst holiday    i dont house    furious,😤,disconnected whilst holiday   😤   i dont house   🤔   furious
79191,homely pure piece gold channel attempt tart mary sue mel gone its  👋 ,3,👋,0.0,homely pure piece gold channel attempt tart mary sue mel gone its   ,,homely pure piece gold channel attempt tart mary sue mel gone its   👋  
79284,cant believe got days left  🙄 ,3,🙄,-0.5,cant believe got days left   ,,cant believe got days left   🙄  
79287,love tay tiff sitting house work  🙃 ,3,🙃,0.5,love tay tiff sitting house work   ,,love tay tiff sitting house work   🙃  
79329, 🏆  success best revenge whatever thinking better,3,🏆,0.0,   success best revenge whatever thinking better,,  🏆   success best revenge whatever thinking better
79338,my irritation level time high today  🙃 ,3,🙃,0.5,my irritation level time high today   ,,my irritation level time high today   🙃  
79345,youve popular snap  🙄 ,3,🙄,-0.5,youve popular snap   ,,youve popular snap   🙄  
79365,sit reluctantly huff  🔪 ,3,🔪,0.0,sit reluctantly huff   ,,sit reluctantly huff   🔪  
79371,i watch throw temper mad like i laugh  😅 ,3,😅,1.0,i watch throw temper mad like i laugh   ,😅,i watch throw temper mad like i laugh   😅  
79372,express displeasure  😉 ,3,😉,0.5,express displeasure   ,😉,express displeasure   😉  
79383,when want bad furious  😤 ,3,😤,-1.0,when want bad furious   ,😤,when want bad furious   😤  
79427,turn frown upside buddy  🙃 ,3,🙃,0.5,turn frown upside buddy   ,,turn frown upside buddy   🙃  
79467,you people irritate thats right  😒 ,3,😒,-0.5,you people irritate thats right   ,,you people irritate thats right   😒  
79470,fuming draw  👀 ,3,👀,0.0,fuming draw   ,,fuming draw   👀  
79487,come i  🙈 ,3,🙈,0.0,come i   ,,come i   🙈  
79507,get gym discover i forgot gym bad  😤  rage,3,😤,-1.0,get gym discover i forgot gym bad    rage,😤,get gym discover i forgot gym bad   😤   rage
79513,joke cut early mistake dont reinstate longer need engineer  😡  fuming,3,😡,-1.0,joke cut early mistake dont reinstate longer need engineer    fuming,😡,joke cut early mistake dont reinstate longer need engineer   😡   fuming
79516,people irritate  🙄 ,3,🙄,-0.5,people irritate   ,,people irritate   🙄  
79540,absolutely fuming woman taxi drove  😡 ,3,😡,-1.0,absolutely fuming woman taxi drove   ,😡,absolutely fuming woman taxi drove   😡  
79676,long crap not gon lie  😐 ,3,😐,0.0,long crap not gon lie   ,😐,long crap not gon lie   😐  
79689,initiative thing  😧  revenge,3,😧,-1.0,initiative thing    revenge,😧,initiative thing   😧   revenge
79703,want dick  😘  horny naked young,3,😘,1.0,want dick    horny naked young,😘,want dick   😘   horny naked young
79710,i swore parsnip  😂 ,3,😂,1.0,i swore parsnip   ,😂,i swore parsnip   😂  
79714,want dick  😘  snap horny naked young,3,😘,1.0,want dick    snap horny naked young,😘,want dick   😘   snap horny naked young
79725,incense  😂 ,3,😂,1.0,incense   ,😂,incense   😂  
79726,joke cut early mistake dont reinstate longer need engineer  😡 ,3,😡,-1.0,joke cut early mistake dont reinstate longer need engineer   ,😡,joke cut early mistake dont reinstate longer need engineer   😡  
79737,hotter hotter sauce fiery torment  🔥 ,3,🔥,0.0,hotter hotter sauce fiery torment   ,,hotter hotter sauce fiery torment   🔥  
79745,follow  👻  snap,3,👻,-0.5,follow    snap,,follow   👻   snap
79751,s viral insult ballet stop trying wrongfully stick  🙄 ,3,🙄,-0.5,s viral insult ballet stop trying wrongfully stick   ,,s viral insult ballet stop trying wrongfully stick   🙄  
79771,initiative thing  😧 ,3,😧,-1.0,initiative thing   ,😧,initiative thing   😧  
79800,i got madden  🤕 ,3,🤕,-1.0,i got madden   ,,i got madden   🤕  
79811,resentment time  😩 ,3,😩,-1.0,resentment time   ,😩,resentment time   😩  
79816,poor seller furious  😕 ,3,😕,-0.5,poor seller furious   ,😕,poor seller furious   😕  
79824,girl sitting gum like cow ready snap  🤗 ,3,🤗,0.5,girl sitting gum like cow ready snap   ,,girl sitting gum like cow ready snap   🤗  
79839,offend u  🤗 ,3,🤗,0.5,offend u   ,,offend u   🤗  
79848,cant wait turtle costume raging  😈 ,3,😈,-1.0,cant wait turtle costume raging   ,,cant wait turtle costume raging   😈  
79871,irritate like gone  😤 ,3,😤,-1.0,irritate like gone   ,😤,irritate like gone   😤  
79883,holding grudge stop god learn forgive forget  🙏🏾 ,3,🙏 🏾,0.0,holding grudge stop god learn forgive forget   ,,holding grudge stop god learn forgive forget   🙏  🏾  
79895,damn maybe best her brother revenge  😂 ,3,😂,1.0,damn maybe best her brother revenge   ,😂,damn maybe best her brother revenge   😂  
79898,damn offense mix bag unpredictable lethal worried defense  😁 ,3,😁,1.0,damn offense mix bag unpredictable lethal worried defense   ,😁,damn offense mix bag unpredictable lethal worried defense   😁  
79910,left dad deal  😂  my work soon felt wrath slipper  😷 ,3,😂 😷,0.25,left dad deal    my work soon felt wrath slipper   ,😂,left dad deal   😂   my work soon felt wrath slipper   😷  
79927,get gym discover i forgot gym bad  😤 ,3,😤,-1.0,get gym discover i forgot gym bad   ,😤,get gym discover i forgot gym bad   😤  
79931,tiff better hurry cause  👀 ,3,👀,0.0,tiff better hurry cause   ,,tiff better hurry cause   👀  
79947,how bitter  🙄 ,3,🙄,-0.5,how bitter   ,,how bitter   🙄  
79952,i dont know change ruined is considered holding grudge  😅 ,3,😅,1.0,i dont know change ruined is considered holding grudge   ,😅,i dont know change ruined is considered holding grudge   😅  
79972,another loss city cup  🙈  united revenge,3,🙈,0.6666666666666666,another loss city cup    united revenge,,another loss city cup   🙈   united revenge
79973,wrong fuming  😭 ,3,😭,-1.0,wrong fuming   ,😭,wrong fuming   😭  
79983,this offend i u trust cop  🚓  color especially white evidence clear the awoke,3,🚓,0.0,this offend i u trust cop    color especially white evidence clear the awoke,,this offend i u trust cop   🚓   color especially white evidence clear the awoke
79989,i thought i snap thats  ✊🏽 ,3,✊ 🏽,0.0,i thought i snap thats   ,,i thought i snap thats   ✊  🏽  
79994,fuming  😭 ,3,😭,-1.0,fuming   ,😭,fuming   😭  
80065,fuming ball anger today  🙃 ,3,🙃,0.5,fuming ball anger today   ,,fuming ball anger today   🙃  
80072,pathetic cute bitter  😖 ,3,😖,-1.0,pathetic cute bitter   ,😖,pathetic cute bitter   😖  
80079,i bitter today  😐 ,3,😐,0.0,i bitter today   ,😐,i bitter today   😐  
80134,homely pure piece gold channel attempt tart mary sue mel gone its  👋  fuming,3,👋,0.0,homely pure piece gold channel attempt tart mary sue mel gone its    fuming,,homely pure piece gold channel attempt tart mary sue mel gone its   👋   fuming
80151,pressure burst  😭 ,3,😭,-1.0,pressure burst   ,😭,pressure burst   😭  
80159,u know i burst joy  😉 ,3,😉,0.5,u know i burst joy   ,😉,u know i burst joy   😉  
80187,i miss i care face bitter  😩 ,3,😩,-1.0,i miss i care face bitter   ,😩,i miss i care face bitter   😩  
80196,snap  😃 ,3,😃,1.0,snap   ,😃,snap   😃  
80198,scored madden vita today bloke didnt know id happily  🤑  bargain bargain,3,🤑,0.5,scored madden vita today bloke didnt know id happily    bargain bargain,,scored madden vita today bloke didnt know id happily   🤑   bargain bargain
80199,every day i think house  🏡  burning  🔥  neighbor burning toast,3,🏡 🔥,-0.3,every day i think house    burning    neighbor burning toast,,every day i think house   🏡   burning   🔥   neighbor burning toast
80204,bitter night  😂 ,3,😂,1.0,bitter night   ,😂,bitter night   😂  
80222,free month then month absolutely furious  😡 ,3,😡,-1.0,free month then month absolutely furious   ,😡,free month then month absolutely furious   😡  
80231,ill happily rude people personally insult unprovoked deserve  👍  just good people deserve respect,3,👍,0.0,ill happily rude people personally insult unprovoked deserve    just good people deserve respect,,ill happily rude people personally insult unprovoked deserve   👍   just good people deserve respect
